3,0.00,0.07,-0.28,0.38,0.30,8.31,0.05,0.00,0.00,-7.77,-7.33,2.12,1.92,1000
3,0.07,-0.07,-0.35,0.33,0.38,8.26,0.02,0.06,0.00,-7.77,-7.33,1.99,2.04,1000
3,0.07,0.00,-0.49,0.29,0.25,8.33,-0.02,-0.06,0.00,-7.77,-7.33,1.97,1.98,1000
3,0.00,-0.07,-0.35,0.23,0.19,8.34,-0.10,-0.10,0.00,-7.77,-7.33,2.08,1.90,1000
3,0.07,-0.14,-0.28,0.33,0.38,8.44,0.00,0.07,0.00,-7.77,-7.33,2.14,1.98,1000
3,-0.07,0.07,-0.07,0.29,0.30,8.27,-0.03,-0.00,0.00,-7.77,-7.33,2.11,1.93,1000
3,0.00,-0.14,-0.35,0.32,0.27,8.25,-0.01,-0.03,0.00,-7.77,-7.33,2.15,1.92,1000
3,0.14,0.00,-0.28,0.22,0.31,8.32,-0.11,0.00,0.00,-7.77,-7.33,2.13,1.99,1000
3,0.00,-0.14,-0.42,0.30,0.29,8.32,-0.02,-0.01,0.00,-7.77,-7.33,2.09,1.98,1000
3,0.07,0.07,-0.28,0.33,0.22,8.40,0.00,-0.08,0.00,-7.77,-7.33,2.08,1.95,1000
3,0.28,0.14,-0.21,0.31,0.16,8.30,-0.02,-0.12,0.00,-7.77,-7.33,2.11,1.84,1000
3,-0.07,-0.07,-0.28,0.27,0.27,8.42,-0.06,-0.03,0.00,-7.77,-7.33,2.11,1.91,1000
3,0.14,-0.07,-0.42,0.31,0.26,8.20,-0.02,-0.03,0.00,-7.77,-7.33,2.14,1.91,1000
3,0.07,0.07,-0.21,0.32,0.17,8.37,-0.01,-0.12,0.00,-7.77,-7.33,2.14,1.90,1000
3,0.00,-0.07,-0.35,0.29,0.38,8.43,-0.03,0.08,0.00,-7.78,-7.33,2.12,1.97,1000
3,0.21,0.00,-0.28,0.29,0.35,8.41,-0.03,0.04,0.00,-7.78,-7.33,2.06,1.96,1000
3,0.07,0.21,-0.42,0.32,0.29,8.38,-0.01,-0.01,0.00,-7.78,-7.34,2.08,1.93,1000
3,0.21,0.07,-0.28,0.35,0.34,8.37,0.02,0.03,0.00,-7.78,-7.34,2.15,1.98,1000
3,0.07,0.14,-0.28,0.35,0.38,8.30,0.01,0.06,0.00,-7.78,-7.34,2.14,2.02,1000
3,0.00,0.00,-0.42,0.37,0.35,8.22,0.03,0.04,0.00,-7.78,-7.34,2.18,2.00,1000
3,0.00,0.07,-0.28,0.29,0.37,8.31,-0.04,0.06,0.00,-7.78,-7.34,2.09,2.00,1000
3,0.07,-0.07,-0.42,0.27,0.28,8.38,-0.05,-0.02,0.00,-7.78,-7.34,2.08,1.97,1000
3,0.14,0.00,-0.49,0.32,0.34,8.32,-0.01,0.02,0.00,-7.78,-7.34,2.14,2.02,1000
3,0.07,-0.07,-0.35,0.30,0.38,8.32,-0.03,0.08,0.00,-7.78,-7.34,2.14,1.97,1000
SG3,0.00,-0.14,-0.42,0.36,0.37,8.27,0.02,0.07,0.00,-7.78,-7.34,2.20,1.93,1000
3,0.21,-0.14,-0.28,0.35,0.28,8.28,0.01,-0.01,0.00,-7.78,-7.34,2.17,1.87,1000
3,0.00,0.00,-0.42,0.29,0.26,8.28,-0.03,-0.03,0.00,-7.78,-7.34,2.10,1.89,1000
3,0.14,-0.07,-0.28,0.35,0.26,8.31,0.01,-0.04,0.00,-7.78,-7.34,2.15,1.90,1000
3,0.07,0.00,-0.28,0.27,0.19,8.40,-0.06,-0.11,0.00,-7.78,-7.34,2.13,1.91,1000
3,0.00,0.00,-0.35,0.33,0.32,8.29,-0.00,0.02,0.00,-7.78,-7.34,2.13,1.93,1000
3,0.21,0.07,-0.35,0.27,0.38,8.44,-0.06,0.07,0.00,-7.79,-7.34,2.12,1.98,1000
3,0.07,-0.07,-0.14,0.28,0.27,8.24,-0.04,-0.03,0.00,-7.79,-7.34,2.07,1.89,1000
3,0.21,-0.07,-0.42,0.31,0.14,8.42,-0.01,-0.15,0.00,-7.79,-7.34,2.04,1.89,1000
3,-0.07,-0.14,-0.28,0.31,0.27,8.32,-0.02,-0.02,0.00,-7.79,-7.35,2.14,1.83,1000
3,0.00,-0.07,-0.28,0.29,0.29,8.30,-0.04,-0.00,0.00,-7.79,-7.35,2.11,1.89,1000
3,0.00,-0.14,-0.28,0.27,0.28,8.32,-0.05,-0.02,0.00,-7.79,-7.35,2.10,1.94,1000
3,0.00,0.00,-0.28,0.32,0.35,8.35,-0.01,0.04,0.00,-7.79,-7.35,2.10,2.00,1000
3,0.07,0.00,-0.28,0.33,0.28,8.34,-0.00,-0.03,0.00,-7.79,-7.35,2.16,1.97,1000
3,0.14,0.07,-0.28,0.34,0.29,8.52,0.01,-0.02,0.00,-7.79,-7.35,2.14,2.05,1000
3,0.35,0.00,-0.35,0.34,0.27,8.41,0.00,-0.04,0.00,-7.79,-7.35,2.18,1.96,1000
3,0.00,-0.07,-0.35,0.33,0.30,8.37,-0.01,-0.00,0.00,-7.79,-7.35,2.20,1.98,1000
3,0.14,0.07,-0.42,0.27,0.31,8.33,-0.06,-0.00,0.00,-7.79,-7.35,2.19,2.04,1000
3,0.00,0.00,-0.49,0.30,0.28,8.26,-0.04,-0.02,0.00,-7.79,-7.35,2.19,1.97,1000
3,-0.14,0.14,-0.28,0.28,0.38,8.21,-0.05,0.07,0.00,-7.79,-7.35,2.17,2.01,1000
3,0.07,0.00,-0.35,0.36,0.30,8.35,0.02,0.00,0.00,-7.79,-7.35,2.19,1.92,1000
3,0.14,0.00,-0.42,0.29,0.36,8.39,-0.04,0.06,0.00,-7.79,-7.35,2.11,1.93,1000
3,0.28,0.07,-0.21,0.32,0.26,8.28,-0.00,-0.03,0.00,-7.79,-7.35,2.07,1.89,1000
3,0.35,0.07,-0.28,0.37,0.33,8.24,0.04,0.04,0.00,-7.79,-7.35,2.15,1.91,1000
3,0.07,-0.07,-0.56,0.29,0.26,8.31,-0.04,-0.03,0.00,-7.79,-7.35,2.11,1.89,1000
3,0.14,-0.14,-0.35,0.35,0.17,8.26,0.02,-0.13,0.00,-7.80,-7.35,2.14,1.92,1000
3,-0.21,0.28,-0.35,0.31,0.23,8.41,-0.02,-0.07,0.00,-7.80,-7.35,2.16,1.93,1000
3,-1.25,0.90,-0.35,0.29,0.28,8.31,-0.04,-0.01,0.00,-7.80,-7.35,2.10,1.87,1000
3,-0.56,0.63,-0.28,0.03,0.35,8.31,-0.28,0.04,0.00,-7.80,-7.35,2.06,2.01,1000
3,-0.14,0.21,-0.14,0.18,0.32,8.20,-0.13,0.01,0.00,-7.80,-7.36,1.99,2.03,1000
SG3,1.74,-1.32,-0.14,0.28,0.38,8.41,-0.02,0.05,0.00,-7.80,-7.36,1.92,2.09,1000
3,1.25,-0.90,-0.21,0.33,0.14,8.43,0.01,-0.16,0.00,-7.80,-7.36,2.04,1.93,1000
3,-0.90,0.42,-0.14,0.37,0.23,8.31,0.02,-0.06,0.00,-7.80,-7.36,2.24,1.87,1000
3,-1.39,0.77,-0.42,0.38,0.26,8.21,0.03,-0.03,0.00,-7.80,-7.36,2.26,1.87,1000
3,0.49,-0.35,-0.35,0.37,0.36,8.19,0.05,0.06,0.00,-7.80,-7.36,2.12,1.96,1000
3,1.60,-1.11,-0.35,0.29,0.31,8.36,-0.04,0.01,0.00,-7.80,-7.36,2.08,1.94,1000
3,0.07,0.00,-0.35,0.32,0.17,8.33,-0.02,-0.11,0.00,-7.80,-7.36,2.20,1.83,1000
3,-1.25,0.97,-0.49,0.33,0.29,8.29,-0.02,-0.00,0.00,-7.80,-7.36,2.23,1.88,1000
3,-0.56,0.42,-0.35,0.31,0.26,8.44,-0.01,-0.04,0.00,-7.80,-7.36,2.08,1.94,1000
3,1.39,-1.04,-0.28,0.26,0.31,8.43,-0.06,-0.00,0.00,-7.80,-7.36,2.02,2.02,1000
3,1.18,-0.63,-0.42,0.35,0.36,8.37,0.02,0.05,0.00,-7.80,-7.36,2.15,2.03,1000
3,-0.83,0.49,-0.35,0.34,0.23,8.37,-0.01,-0.07,0.00,-7.80,-7.36,2.26,1.95,1000
3,-1.32,0.77,-0.35,0.28,0.37,8.28,-0.06,0.07,0.00,-7.81,-7.36,2.18,1.93,1000
3,0.49,-0.49,-0.28,0.15,0.29,8.35,-0.17,-0.01,0.00,-7.81,-7.36,2.08,1.91,1000
3,1.32,-0.90,-0.42,0.32,0.27,8.35,-0.00,-0.04,0.00,-7.81,-7.36,2.10,1.99,1000
3,0.00,0.21,-0.42,0.37,0.26,8.36,0.03,-0.03,0.00,-7.81,-7.36,2.23,1.90,1000
3,-0.70,0.77,-0.14,0.33,0.29,8.36,-0.00,-0.00,0.00,-7.81,-7.36,2.15,1.92,1000
3,0.28,0.14,-0.14,0.26,0.31,8.21,-0.05,0.01,0.00,-7.81,-7.36,2.02,1.94,1000
3,0.97,-0.56,-0.28,0.37,0.47,8.28,0.05,0.15,0.00,-7.81,-7.36,2.04,2.08,1000
3,0.21,-0.07,-0.42,0.38,0.32,8.19,0.07,0.01,0.00,-7.81,-7.36,1.98,2.01,1000
3,-0.97,0.70,-0.35,0.33,0.22,8.36,0.02,-0.08,0.00,-7.81,-7.37,2.00,1.92,1000
3,-1.25,1.32,-0.35,0.26,0.31,8.42,-0.05,0.01,0.00,-7.81,-7.37,2.02,1.96,1000
3,1.53,-0.42,-0.14,0.38,0.35,8.34,0.07,0.02,0.00,-7.81,-7.37,1.97,2.09,1000
3,2.85,-1.81,-0.28,0.36,0.29,8.24,0.06,-0.02,0.00,-7.81,-7.37,1.97,2.03,1000
3,0.83,-0.70,0.07,0.36,0.22,8.31,0.04,-0.07,0.00,-7.81,-7.37,2.07,1.86,1000
3,-3.06,1.95,-0.63,0.34,0.38,8.42,-0.00,0.10,0.00,-7.81,-7.37,2.23,1.82,1000
3,-3.34,1.95,0.14,0.06,-0.05,8.55,-0.22,-0.29,0.00,-7.81,-7.37,1.84,1.51,1000
3,0.28,-0.56,-0.28,0.12,0.57,8.22,-0.09,0.30,0.00,-7.82,-7.37,1.37,1.73,1000
3,4.10,-0.70,-2.30,-0.21,0.32,8.24,-0.31,0.17,0.00,-7.82,-7.38,0.64,0.92,1000
3,-3.83,-3.90,-47.03,-0.09,-0.74,9.72,-0.12,-0.17,0.00,-7.82,-7.41,0.19,-3.69,1000
SG3,5.84,6.05,-53.43,0.04,-0.53,9.68,0.00,0.01,0.00,-7.82,-7.41,0.28,-3.51,1000
3,17.81,17.67,-58.02,0.01,-0.48,9.97,-0.06,0.01,0.00,-7.82,-7.41,0.51,-3.19,1000
3,18.57,26.23,-61.08,0.01,-0.32,9.79,-0.06,0.06,0.00,-7.82,-7.41,0.46,-2.46,1000
3,11.13,26.30,-65.74,0.22,-0.02,9.35,0.12,0.23,0.00,-7.82,-7.40,0.61,-1.60,1000
3,14.12,15.10,-72.35,0.36,0.09,9.09,0.17,0.23,0.00,-7.82,-7.40,1.24,-0.86,1000
3,19.48,2.37,-79.17,0.64,0.01,8.83,0.37,0.05,0.00,-7.82,-7.39,1.77,-0.24,1000
3,19.13,-6.40,-85.22,0.26,0.32,8.63,-0.01,0.27,0.00,-7.82,-7.39,1.74,0.32,1000
3,20.31,-8.07,-90.71,0.37,0.44,8.54,0.05,0.23,0.00,-7.82,-7.38,2.05,1.38,1000
3,25.60,-8.49,-87.58,-0.03,0.15,7.98,-0.29,-0.08,0.00,-7.82,-7.38,1.70,1.45,1000
3,29.29,-9.74,-82.85,0.36,0.61,7.74,0.12,0.31,0.00,-7.83,-7.38,1.60,1.90,1000
3,24.07,-12.38,-80.90,0.50,0.97,7.64,0.18,0.46,0.00,-7.82,-7.37,2.12,3.32,1000
3,23.17,-13.22,-77.57,0.14,0.73,7.45,-0.23,0.04,0.00,-7.83,-7.36,2.42,4.46,1000
3,26.09,-14.68,-71.10,0.43,0.96,7.48,0.00,0.16,0.00,-7.83,-7.36,2.77,5.16,1000
3,23.23,-19.69,-63.23,0.27,0.93,7.27,-0.17,0.04,0.00,-7.83,-7.36,2.83,5.73,1000
3,17.18,-25.32,-58.09,0.44,1.07,7.14,-0.06,0.07,0.00,-7.83,-7.36,3.27,6.48,1000
3,9.60,-29.77,-52.52,0.29,1.00,7.11,-0.22,-0.06,0.00,-7.83,-7.36,3.29,6.88,1000
3,4.80,-31.17,-45.43,0.27,0.77,7.18,-0.25,-0.27,0.00,-7.83,-7.36,3.32,6.75,1000
3,1.25,-30.68,-37.50,0.37,0.71,7.32,-0.09,-0.23,0.00,-7.84,-7.37,2.98,6.03,1000
3,0.83,-28.45,-34.43,0.59,0.72,7.32,0.07,-0.22,0.00,-7.84,-7.37,3.34,6.09,1000
3,-0.90,-24.77,-32.00,0.26,0.56,7.45,-0.22,-0.32,0.00,-7.84,-7.38,3.09,5.69,1000
3,-1.74,-20.73,-27.69,0.40,0.51,7.66,-0.08,-0.25,0.00,-7.84,-7.38,3.07,4.88,1000
3,-4.59,-16.83,-24.63,0.51,0.88,8.17,0.08,0.12,0.00,-7.85,-7.38,2.77,4.96,1000
3,-6.47,-7.10,-19.20,0.00,0.68,8.38,-0.53,-0.03,0.00,-7.84,-7.39,3.40,4.60,1000
3,-7.79,10.71,-10.64,-0.10,0.59,8.71,-0.55,-0.09,0.00,-7.85,-7.39,2.93,4.41,1000
3,-3.13,20.66,-6.75,0.71,0.41,8.08,0.26,-0.22,0.00,-7.85,-7.39,2.94,4.11,1000
3,-3.55,18.37,-6.61,0.59,0.24,7.90,0.07,-0.28,0.00,-7.84,-7.40,3.33,3.36,1000
3,-4.59,7.30,-11.97,0.88,0.15,7.51,0.20,-0.30,0.00,-7.84,-7.41,4.40,2.93,1000
3,-19.27,4.52,-9.18,0.27,0.32,8.30,-0.32,0.09,0.00,-7.85,-7.42,3.79,1.48,1000
SG3,-33.60,0.70,-11.13,-0.04,0.12,9.07,-0.38,-0.18,0.00,-7.86,-7.41,2.21,1.94,1000
3,-45.22,-12.45,-15.44,0.09,-0.47,8.72,-0.14,-0.53,0.00,-7.86,-7.42,1.49,0.38,1000
3,-36.73,-15.03,-20.80,0.00,0.14,8.94,-0.13,0.09,0.00,-7.86,-7.42,0.87,0.32,1000
3,-18.37,8.00,-21.15,0.43,0.53,9.27,0.30,0.30,0.00,-7.86,-7.41,0.88,1.49,1000
3,3.83,32.83,-16.56,0.18,0.71,9.21,-0.07,0.30,0.00,-7.85,-7.41,1.58,2.64,1000
3,23.37,47.86,-19.06,0.66,0.97,8.99,0.24,0.36,0.00,-7.85,-7.40,2.72,3.93,1000
3,30.33,48.49,-26.50,0.96,0.97,8.84,0.33,0.19,0.00,-7.84,-7.39,4.07,5.05,1000
3,31.79,32.56,-33.95,0.91,0.83,8.83,0.11,-0.01,0.00,-7.83,-7.39,5.13,5.42,1000
3,31.37,16.21,-36.31,1.09,1.13,8.54,0.16,0.20,0.00,-7.83,-7.39,6.02,6.00,1000
3,26.78,5.98,-35.34,1.05,1.10,8.42,0.02,0.10,0.00,-7.82,-7.39,6.72,6.45,1000
3,16.49,-0.70,-33.11,1.12,0.96,8.27,0.01,-0.05,0.00,-7.82,-7.39,7.15,6.55,1000
3,6.19,-2.43,-31.58,1.07,0.95,7.97,-0.05,-0.06,0.00,-7.83,-7.39,7.27,6.56,1000
3,-1.95,-4.31,-31.17,0.89,0.86,7.81,-0.21,-0.14,0.00,-7.83,-7.39,7.15,6.48,1000
3,-6.05,-10.02,-32.21,0.86,0.89,7.77,-0.18,-0.09,0.00,-7.84,-7.40,6.74,6.30,1000
3,-6.68,-16.70,-33.81,0.52,0.85,7.79,-0.39,-0.10,0.00,-7.84,-7.40,5.89,6.13,1000
3,-7.37,-18.85,-35.34,0.39,0.82,7.93,-0.34,-0.09,0.00,-7.85,-7.40,4.76,5.90,1000
3,-6.19,-18.85,-34.92,0.17,0.52,8.05,-0.41,-0.31,0.00,-7.86,-7.41,3.72,5.37,1000
3,-8.42,-18.30,-34.02,-0.04,0.39,8.09,-0.43,-0.31,0.00,-7.87,-7.41,2.47,4.50,1000
3,-10.23,-13.84,-32.07,-0.06,0.51,8.15,-0.24,-0.13,0.00,-7.88,-7.42,1.19,4.16,1000
3,-8.28,-8.28,-29.15,-0.21,0.40,8.27,-0.23,-0.19,0.00,-7.89,-7.42,0.10,3.87,1000
3,-7.86,-7.86,-26.71,-0.26,0.09,8.52,-0.16,-0.37,0.00,-7.89,-7.43,-0.69,2.97,1000
3,-8.07,-9.74,-22.89,-0.34,0.23,8.46,-0.14,-0.12,0.00,-7.90,-7.43,-1.29,2.23,1000
3,-8.14,-8.35,-17.95,-0.50,0.13,8.62,-0.22,-0.15,0.00,-7.90,-7.43,-1.85,1.84,1000
3,-6.40,-3.69,-13.50,-0.49,0.48,8.58,-0.13,0.15,0.00,-7.90,-7.43,-2.28,2.15,1000
3,-1.39,2.09,-10.50,-0.63,0.56,8.46,-0.21,0.14,0.00,-7.90,-7.43,-2.71,2.71,1000
3,2.92,6.26,-10.85,-0.60,0.72,8.50,-0.15,0.22,0.00,-7.91,-7.42,-2.90,3.25,1000
3,10.85,-4.52,-11.48,-0.05,0.80,8.04,0.20,-0.11,0.00,-7.90,-7.41,-1.62,5.85,1000
SG3,9.88,-7.58,-6.82,0.11,0.61,7.98,0.25,-0.25,0.00,-7.89,-7.42,-0.89,5.52,1000
3,9.18,-11.20,-2.02,0.02,0.54,7.99,0.07,-0.21,0.00,-7.89,-7.42,-0.33,4.81,1000
3,7.79,-11.90,3.06,0.13,0.40,7.94,0.10,-0.24,0.00,-7.89,-7.43,0.19,4.16,1000
3,5.50,-9.39,6.68,0.35,0.33,8.11,0.22,-0.25,0.00,-7.88,-7.43,0.83,3.75,1000
3,2.92,-7.86,7.30,0.38,0.35,8.26,0.18,-0.16,0.00,-7.88,-7.44,1.34,3.29,1000
3,4.10,-4.24,-1.25,0.40,0.17,8.53,0.01,-0.11,0.00,-7.87,-7.45,2.50,1.77,1023
SG3,4.52,-8.90,-3.20,0.44,0.21,8.36,0.00,-0.03,0.00,-7.87,-7.45,2.82,1.59,1023
3,-1.67,0.90,1.18,0.62,0.12,8.40,0.03,0.01,0.00,-7.87,-7.45,3.81,0.70,1130
SG3,-2.23,2.23,1.18,0.53,0.01,8.35,-0.08,-0.10,0.00,-7.87,-7.45,3.94,0.76,1130
3,0.00,-1.95,-6.26,-0.00,0.29,7.79,-0.43,-0.02,0.00,-7.88,-7.45,2.76,1.95,1242
SG3,2.23,-13.15,-4.87,0.13,0.32,8.18,-0.26,0.02,0.00,-7.88,-7.45,2.48,1.89,1242
3,1.39,-0.49,0.90,-0.14,0.27,9.41,-0.40,0.43,0.00,-7.89,-7.47,1.69,-0.99,1277
SG3,-1.39,0.49,-1.74,1.36,-0.64,8.70,0.80,-0.38,0.00,-7.87,-7.47,3.61,-1.73,1277
3,-2.02,-0.56,-10.16,-0.82,0.03,8.15,-1.14,0.01,0.00,-7.89,-7.46,2.07,0.11,1301
SG3,0.28,1.46,-10.71,1.01,1.29,8.53,0.49,1.15,0.00,-7.88,-7.45,3.38,0.92,1301
3,3.27,1.81,-10.30,2.30,-0.00,7.86,1.47,-0.02,0.00,-7.86,-7.45,5.36,0.12,1301
3,4.24,-6.40,-6.89,0.08,1.56,8.05,-0.40,1.43,0.00,-7.89,-7.45,3.13,0.82,1301
SG3,3.97,-13.29,-4.17,-0.05,0.62,6.37,-0.51,0.52,0.00,-7.89,-7.45,2.96,0.67,1301
3,2.85,-14.89,-3.69,1.21,-0.31,6.18,0.31,-0.39,0.00,-7.88,-7.45,5.79,0.53,1301
3,-0.77,-8.35,-5.36,-2.22,-0.41,6.32,-2.43,-0.60,0.00,-7.91,-7.45,1.37,1.21,1301
3,1.39,-3.90,-5.98,0.52,-1.19,7.69,-0.16,-0.99,0.00,-7.89,-7.46,4.42,-1.29,1301
3,-1.88,-4.31,-5.50,-2.29,0.11,5.45,-2.10,0.23,0.00,-7.92,-7.46,-1.23,-0.79,1309
SG3,-3.97,-3.20,-4.87,0.75,-2.05,7.40,0.71,-1.77,0.00,-7.91,-7.47,0.26,-1.85,1309
3,-5.84,-0.07,0.07,0.62,0.63,6.52,0.02,0.85,0.00,-7.89,-7.46,3.88,-1.45,1313
SG3,-5.43,2.92,0.90,1.96,-0.18,6.03,1.47,-0.08,0.00,-7.89,-7.46,3.17,-0.61,1313
3,0.14,5.50,-3.20,-1.21,-0.69,7.01,-1.33,-0.87,0.00,-7.91,-7.45,0.79,1.17,1341
SG3,0.21,-1.74,-4.52,1.97,2.04,8.73,1.38,1.88,0.00,-7.89,-7.45,3.87,1.07,1341
3,12.10,5.77,-8.42,2.65,1.88,3.31,2.26,1.52,0.00,-7.89,-7.45,2.55,2.37,1369
SG3,10.92,1.88,-6.26,4.35,1.97,8.20,4.15,1.25,0.00,-7.90,-7.43,1.32,4.64,1369
3,20.80,-0.21,-9.04,-1.45,0.03,7.74,-1.39,-0.30,0.00,-7.91,-7.45,-0.37,2.13,1369
3,32.00,-2.99,-13.50,1.97,-0.41,-0.32,1.89,-0.36,0.00,-7.89,-7.47,0.51,-0.28,1365
SG3,34.02,0.42,-15.37,2.15,-1.67,7.65,3.10,-1.46,0.00,-7.89,-7.47,-6.16,-1.32,1365
3,48.42,-4.24,-16.35,-1.84,-0.72,-0.85,-0.74,1.44,0.00,-7.81,-7.40,-7.13,-14.03,1373
3,-44.87,-30.19,44.38,1.36,1.14,0.07,0.27,0.94,0.00,-7.65,-7.22,7.06,1.24,1369
SG3,-47.03,-28.38,43.69,-2.33,-0.94,4.07,-2.63,-1.09,0.00,-7.69,-7.22,1.90,0.98,1369
3,-47.86,-26.99,37.57,0.39,-0.44,3.37,-0.59,-0.22,0.00,-7.66,-7.23,6.30,-1.45,1369
3,-43.41,-23.86,26.02,2.02,0.55,1.51,0.28,0.54,0.00,-7.66,-7.23,11.30,0.03,1369
3,-40.07,-22.89,18.37,-0.95,2.43,2.14,-2.05,1.78,0.00,-7.68,-7.22,7.09,4.16,1369
3,-33.53,-18.02,7.79,3.08,2.16,7.17,2.07,2.09,0.00,-7.69,-7.24,6.54,0.50,1369
3,-26.43,-20.94,3.13,3.04,1.99,5.83,2.44,2.03,0.00,-7.70,-7.25,3.84,-0.27,1369
3,-24.97,-21.50,2.23,-1.44,0.11,7.47,-1.83,0.86,0.00,-7.72,-7.28,2.49,-4.87,1369
3,-20.87,-15.30,1.11,3.33,-4.53,3.65,3.50,-2.47,0.00,-7.70,-7.29,-1.11,-13.42,1365
SG3,-18.64,-10.02,5.08,3.31,-0.41,6.98,3.98,0.99,0.00,-7.69,-7.25,-4.33,-9.06,1365
3,13.57,-23.44,-10.50,3.26,0.22,6.87,3.90,2.42,0.00,-7.61,-7.21,-4.13,-14.33,1369
SG3,15.79,-17.74,-8.28,-1.51,-4.38,5.09,-0.68,-1.90,0.00,-7.61,-7.21,-5.32,-16.23,1369
3,23.17,-11.90,-12.94,-3.14,0.67,7.74,-2.46,2.92,0.00,-7.58,-7.17,-4.43,-14.73,1369
3,19.83,-8.28,-13.63,4.39,-1.82,5.93,3.99,0.89,0.00,-7.53,-7.18,2.63,-17.78,1369
3,11.48,-1.39,-10.23,-1.54,-1.54,6.18,-1.02,1.05,0.00,-7.56,-7.15,-3.32,-17.01,1369
3,6.05,14.54,-11.90,-1.04,-1.79,6.71,-1.22,0.91,0.00,-7.54,-7.15,1.16,-17.69,1369
3,4.59,30.54,-2.23,2.00,-1.80,9.70,1.63,0.65,0.00,-7.53,-7.13,2.35,-16.05,1369
3,0.00,35.41,-2.16,-1.50,-2.39,9.02,-2.08,0.15,0.00,-7.53,-7.13,3.76,-16.65,1369
3,-8.07,37.36,0.21,-0.93,-0.87,10.62,-1.02,1.25,0.00,-7.55,-7.11,0.58,-13.79,1369
3,-12.66,27.62,1.53,-0.23,-0.54,8.48,-0.41,1.52,0.00,-7.55,-7.11,1.18,-13.41,1369
3,-18.02,30.82,7.44,0.41,-1.42,4.91,0.21,0.47,0.00,-7.55,-7.08,1.32,-12.28,1369
3,0.49,46.19,-5.70,-1.71,1.37,6.83,-1.59,2.87,0.00,-7.54,-7.03,-0.76,-9.68,1369
3,12.73,44.73,-17.04,1.09,-1.71,9.01,-0.04,-1.17,0.00,-7.49,-6.99,7.34,-3.45,1365
